Season,Life History,Year,Plot,Quadrat,Amar_palm,Ambr_arte,Aris_adsc,Atri_eleg,Bahi_bite,Bail_mult,Boer_inte,Boer_spic,Boer_cout,Boer_torr,Boer_sp,Bout_aris,Bout_barb,Bout_sp,Cass_lept,Chen_frem,Chlo_virg,Crot_pumi,Cusc_sp,Dale_brac,Dith_wisl,Erag_arid,Erag_cili,Erig_dive,Erio_lemm,Erio_aber,Erod_cicu,Erod_texa,Eupho_exst,Euph_fend,Euph_micr,Euph_serp,Euph_serr,Hapl_grac,Ipom_cost,Kall_gran,Mach_tanr,Moll_cerv,Moll_vert,Moll_sp,Pani_ariz,Pani_hirt,Pani_mili,Pani_sp,Pect_papp,Port_parv,Prob_parv,Sals_kali,Sanv_aber,Sida_spin,Tide_lanu,Trag_bert,Tria_port,Verb_ence,unkn_sp,grass_unkn,Port_sp,Sida_sp
Summer,Annual,1983,3,13,-99,-99,0,-99,-99,0,-99,3,-99,-99,-99,16,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,6,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,15,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,35,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,17,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,6,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,31,-99,-99,3,-99,-99,0,-99,0,-99,-99,-99,13,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,14,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,6,-99,-99,-99,0,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,33,-99,-99,0,-99,-99,0,-99,2,-99,-99,-99,5,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,0,0,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,35,-99,-99,4,-99,-99,0,-99,1,-99,-99,-99,66,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,25,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,37,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,2,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,51,-99,-99,34,-99,-99,0,-99,0,-99,-99,-99,81,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,53,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,32,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,3,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,36,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,57,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,45,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,71,-99,-99,13,-99,-99,0,-99,3,-99,-99,-99,102,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,73,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,150,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,75,-99,-99,1,-99,-99,0,-99,1,-99,-99,-99,112,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,5,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,3,77,-99,-99,2,-99,-99,0,-99,0,-99,-99,-99,14,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,14,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,11,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,58,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,13,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,47,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,21,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,15,-99,-99,1,-99,-99,0,-99,0,-99,-99,-99,26,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,14,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,17,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,32,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,31,-99,-99,14,-99,-99,0,-99,0,-99,-99,-99,36,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,22,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,33,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,60,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,35,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,18,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,32,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,37,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,51,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,20,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,23,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,53,-99,-99,0,-99,-99,0,-99,1,-99,-99,-99,10,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,14,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,55,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,11,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,38,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,57,-99,-99,0,-99,-99,0,-99,2,-99,-99,-99,10,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,24,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,71,-99,-99,0,-99,-99,0,-99,3,-99,-99,-99,8,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,73,-99,-99,8,-99,-99,0,-99,0,-99,-99,-99,83,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,38,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,75,-99,-99,2,-99,-99,0,-99,4,-99,-99,-99,12,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,4,77,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,33,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,41,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,11,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,25,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,13,-99,-99,0,-99,-99,2,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,15,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,4,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,34,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,17,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,73,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,38,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,1,-99,1,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,31,-99,-99,0,-99,-99,1,-99,0,-99,-99,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,28,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,33,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,35,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,66,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,43,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,4,-99,-99,-99,0,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,37,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,9,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,51,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,24,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
Summer,Annual,1983,5,53,-99,-99,0,-99,-99,0,-99,0,-99,-99,-99,0,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,21,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,0,0,-99,0,-99,-99,-99,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99
